,node,in_degree_centrality,out_degree_centrality,eigenvector_centrality,betweenness_centrality,closeness_centrality,pagerank
77,313737393,0.0007308,0.0007308,1.157732700255723e-06,0.1707276,0.0002545,0.0003398
78,313737398,0.0004872,0.0007308,4.095032745049981e-06,0.1675114,0.000245,0.0001338
79,313737409,0.0007308,0.0007308,1.7312252866086867e-07,0.0750598,0.0002011,0.0004759
80,313737418,0.0007308,0.0007308,3.217823445047182e-10,0.0583701,0.0001797,0.0004987
81,344910740,0.0004872,0.0004872,6.142566808497449e-08,0.0078674,0.0003241,0.0002169
82,353529497,0.0007308,0.0007308,0.00042152917441192254,0.0444348,0.0002801,0.0002726
83,366264668,0.0007308,0.0007308,2.5348051514500683e-07,0.0015374,0.0002285,0.0003672
84,366264669,0.0007308,0.0007308,3.005176933525921e-06,0.0083266,0.0002342,0.0002196
85,366264670,0.0009744,0.0009744,6.227042817544207e-06,0.0134261,0.0002358,0.0003656
86,366264673,0.0004872,0.0004872,4.425762130951551e-06,0.0073276,0.0002431,0.000168
87,366264674,0.0004872,0.0004872,1.9420243234317603e-06,0.01736,0.0002474,0.0002231
88,366264677,0.0004872,0.0007308,2.3965490832752838e-05,0.0123249,0.0002524,0.0001792
89,366264679,0.0004872,0.0007308,6.96366552994699e-05,0.0133526,0.0002634,0.0001848
90,366264680,0.0009744,0.0009744,0.00020525135692224934,0.0487575,0.0002696,0.0002775
91,366266710,0.0007308,0.0007308,0.0003089363924037565,0.0742833,0.0002796,0.0002213
92,366266713,0.0009744,0.0007308,0.000464116816879347,0.0783041,0.0002809,0.0003553
93,366266720,0.0007308,0.0007308,0.00028860027066211465,0.1703037,0.0002879,0.000316
94,366266728,0.0007308,0.0007308,4.383068079859506e-05,0.2105886,0.0003024,0.0002409
95,366266730,0.0007308,0.0004872,6.165388154937402e-06,0.1882392,0.0003058,0.0002014
96,366266733,0.0009744,0.0007308,1.515476241809105e-06,0.1975692,0.0003079,0.0003199
97,528304173,0.0007308,0.0007308,1.1502253788417821e-06,0.0029197,0.0002091,0.0002544
98,528304178,0.0007308,0.0007308,1.8158832641470872e-06,0.0083031,0.0002116,0.0002269
99,528304184,0.0007308,0.0007308,7.274580083161702e-06,0.0550064,0.0002346,0.0002653
100,528304191,0.0009744,0.0009744,1.3592979585613639e-05,0.1836363,0.0002428,0.0002808
101,528304197,0.0007308,0.0007308,1.2142995972380295e-06,0.0115621,0.0002396,0.0003078
102,534195672,0.0007308,0.0007308,4.549391214369688e-06,0.0004595,0.0002281,0.0003269
103,534224920,0.0007308,0.0007308,1.3031031198723503e-07,0.0295578,0.0002887,0.0002288
104,534224932,0.0007308,0.0007308,1.6481675147095499e-07,0.2495519,0.0003111,0.0003249
105,534229680,0.0007308,0.0004872,9.375119842629732e-08,0.121338,0.0003372,0.0001889
106,534229690,0.0004872,0.0004872,1.2231322168634008e-07,0.0787309,0.0003052,0.0001843
107,534230563,0.0002436,0.0004872,7.211234270617883e-09,0.0642234,0.0003293,0.0002174
108,534230572,0.0004872,0.0004872,5.316539713536181e-06,0.0888447,0.0003384,0.0001938
109,534230574,0.0004872,0.0002436,2.3278922067756086e-08,0.0642234,0.0003306,0.0002126
110,534230576,0.0004872,0.0004872,4.817174412061376e-08,0.0621168,0.0003325,0.0002049
111,534233518,0.0004872,0.0002436,6.023432085172903e-07,0.0739795,0.000327,0.0002072
112,534233520,0.0004872,0.0004872,7.886205067866313e-08,0.0720156,0.0003254,0.000235
113,534233529,0.0007308,0.0007308,7.506903410408068e-07,0.1039819,0.0003329,0.0002999
114,534233536,0.0004872,0.0004872,1.872666648191201e-06,0.0887159,0.0003385,0.0002046
115,534233539,0.0004872,0.0004872,6.225418065916505e-07,0.0912421,0.0003389,0.0001881
116,534240023,0.0004872,0.0004872,1.8068272244011145e-08,0.0191191,0.0003089,0.0001492
117,534240027,0.0004872,0.0007308,1.4803135669033324e-06,0.0226913,0.0002989,0.0002401
118,534240030,0.0007308,0.0007308,4.2867670936376194e-06,0.035891,0.0002978,0.0002608
119,534240032,0.0007308,0.0007308,2.480646324116764e-06,0.1873357,0.0003071,0.0001453
120,534240033,0.0004872,0.0004872,2.688726151794405e-07,0.0201765,0.0003089,0.0002079
121,534240039,0.0007308,0.0009744,3.778831957462403e-08,0.0894426,0.0003179,0.0002965
122,534240040,0.0007308,0.0004872,7.939980468103122e-08,0.0027733,0.0002972,0.0004806
123,534240043,0.0004872,0.0007308,4.522566283311917e-08,0.0033178,0.0002972,9.94e-05
124,534240045,0.0004872,0.0004872,9.631745043642592e-08,0.0186652,0.0003075,0.0001279
125,534240049,0.0004872,0.0004872,4.297682877329209e-08,0.0208917,0.000307,0.000232
126,534240056,0.0007308,0.0007308,4.325731452453246e-08,0.1339508,0.0003191,0.0002931
127,534240064,0.0009744,0.0009744,5.188227173557066e-08,0.0799656,0.0003168,0.0004551
128,534240066,0.0007308,0.0007308,4.7203960212164506e-08,0.0758498,0.0003167,0.0001436
129,540031679,0.0004872,0.0004872,1.1909321396252336e-07,0.0810665,0.0003189,0.0002005
130,540033992,0.0004872,0.0004872,4.8522515947120224e-08,0.0773438,0.0003198,0.000185
131,540034087,0.0004872,0.0004872,3.3520888392418556e-08,0.0787242,0.000321,0.0002207
132,540036869,0.0004872,0.0004872,4.417383403850911e-08,0.0043721,0.0003092,0.0001705
133,540037143,0.0004872,0.0004872,1.0659446067472906e-06,0.0812459,0.0003021,0.0001578
134,540037425,0.0004872,0.0004872,3.5918985752951543e-07,0.0789037,0.0003045,0.0002108
135,540037427,0.0004872,0.0004872,1.2231322168634008e-07,0.004545,0.0003087,0.0002128
136,540037577,0.0004872,0.0004872,6.142566808497449e-08,0.004265,0.0003094,0.0002262
137,540037791,0.0004872,0.0004872,7.886205067866313e-08,0.0075874,0.0003249,0.0002226
138,540040528,0.0004872,0.0004872,4.417383403850911e-08,0.0217815,0.0003061,0.0002253
139,540040529,0.0004872,0.0004872,2.8856043993750827e-08,0.0194809,0.0003064,0.0001513
140,540041083,0.0007308,0.0007308,8.376257106481057e-08,0.0394462,0.0003056,0.0001948
141,540043355,0.0007308,0.0004872,1.1636339192232231e-06,0.0291029,0.000296,0.000271
142,540043360,0.0007308,0.0007308,1.1613104918993175e-05,0.0291127,0.0002962,0.0003968
143,540043508,0.0009744,0.0009744,2.9962700064683248e-05,0.1729907,0.0003004,0.0003973
144,548668032,0.0002436,0.0004872,5.064817853714734e-07,0.0189712,0.0002757,0.000108
145,548668035,0.0004872,0.0002436,1.9557728029534405e-07,0.0440835,0.0003289,0.0001543
146,548668039,0.0007308,0.0007308,2.479704739176214e-06,0.0479294,0.0003305,0.000331
147,548668041,0.0007308,0.0007308,3.0914645009351235e-06,0.0806423,0.0003302,0.0002378
148,548670150,0.0007308,0.0007308,2.283868616316751e-06,0.0912855,0.0003248,0.0002094
149,587709581,0.0009744,0.0007308,3.369784010594868e-07,0.0368234,0.0002611,0.0003954
150,587709585,0.0009744,0.0009744,3.179414250131996e-07,0.063761,0.0002653,0.0004236
151,587709588,0.0009744,0.0009744,3.3504813637992936e-07,0.0364574,0.0002665,0.0003661
152,587709600,0.0007308,0.0007308,0.00011449626985429219,0.0500861,0.00029,0.0004594
153,587709606,0.0009744,0.0007308,0.0002281387413442277,0.0615241,0.0002982,0.0003384
154,587709607,0.0007308,0.0007308,0.00010986128164659023,0.0594483,0.0003013,0.00025
155,587709608,0.0004872,0.0007308,5.88087686386859e-06,0.050844,0.0003042,0.0002018
156,587709610,0.0009744,0.0009744,2.82588295191475e-06,0.0907719,0.0003103,0.0003718
157,587709611,0.0007308,0.0007308,1.317721619744505e-07,0.0895431,0.0003057,0.0003798
158,587709612,0.0007308,0.0007308,3.247887130283189e-08,0.0898924,0.0003058,0.0001051
159,587709613,0.0007308,0.0007308,3.380891982866495e-08,0.0924538,0.0003089,0.0002709
160,587709614,0.0007308,0.0007308,3.68956558121752e-08,0.0228335,0.0003125,0.0002337
161,671901766,0.0002436,0.0002436,2.517299978708092e-06,0.0,0.0002209,7.96e-05
162,671901771,0.0009744,0.0009744,4.244069367817303e-05,0.0145433,0.0002307,0.000435
163,671901772,0.0007308,0.0007308,5.910353902148157e-05,0.009908,0.0002249,0.0003554
164,671901774,0.0007308,0.0007308,4.352198067501609e-05,0.0022281,0.0002219,0.000249
165,671901776,0.0007308,0.0007308,2.199743212952084e-05,0.0004872,0.0002221,0.0005023
166,671901806,0.0007308,0.0007308,5.682921103398021e-06,0.0132771,0.0002199,0.0002432
167,671906335,0.0009744,0.0007308,0.0024612896373194413,0.0133924,0.0002454,0.0003911
168,671906336,0.0007308,0.0004872,0.0016354519441363626,0.0117715,0.0002505,0.000275
169,671906337,0.0007308,0.0007308,0.0013544350072303485,0.0169678,0.0002653,0.0002756
170,671906339,0.0004872,0.0007308,0.00020645079309673214,0.0057053,0.0002634,0.0002067
171,671906340,0.0007308,0.0004872,0.00015751620691026823,0.0048248,0.0002635,0.0002919
172,671906342,0.0007308,0.0007308,8.256325693547214e-05,0.0379488,0.0002634,0.0002656
173,674683724,0.0007308,0.0007308,0.0008141413960712628,0.0054843,0.0002218,0.0002673
174,674683725,0.0007308,0.0007308,0.0017637655391281944,0.0029849,0.0002228,0.000369
175,674683726,0.0009744,0.0009744,0.008217819391211361,0.0099253,0.0002248,0.0003427
176,674683731,0.0009744,0.0009744,0.0034388856832889784,0.0379084,0.0002373,0.0002817
177,674683732,0.0007308,0.0007308,0.0007334453331673981,0.0447732,0.0002461,0.0002183
178,674683733,0.0007308,0.0007308,0.005253271424319195,0.0027384,0.0002283,0.0002379
179,674684992,0.0004872,0.0004872,6.514227549270447e-08,0.0107616,0.0002817,8.63e-05
180,674684993,0.0007308,0.0007308,0.00047490599157575257,0.0064962,0.0002303,0.0002868
181,674685010,0.0009744,0.0007308,4.3955579204161114e-06,0.0225977,0.0002985,0.00034
182,674685012,0.0007308,0.0007308,4.4634093810868255e-06,0.0565454,0.000305,0.0002066
183,675526022,0.0007308,0.0007308,6.250801480517879e-05,0.0019659,0.0002212,0.0003315
184,676131700,0.0004872,0.0002436,5.156601613491455e-10,0.0,0.0002506,0.0001567
185,676131703,0.0007308,0.0007308,5.371692796752602e-10,0.0014612,0.0002519,0.0005221
186,676131706,0.0007308,0.0007308,3.6494053520132723e-09,0.0307578,0.0002723,0.0001529
187,676131719,0.0007308,0.0007308,2.2747021339876514e-06,0.0105173,0.0002612,0.000367
188,676131740,0.0004872,0.0004872,8.082024432335797e-09,0.0286591,0.0002717,0.0003564
189,676131743,0.0007308,0.0007308,1.085571279149384e-08,0.0411357,0.0002995,0.0002444
190,676131747,0.0007308,0.0007308,1.7524435933642438e-08,0.0030265,0.0002953,0.0003052
191,676131764,0.0007308,0.0007308,2.7875191854623257e-08,0.0037045,0.0002973,0.0002049
192,676155843,0.0007308,0.0007308,7.765695933446919e-06,0.1434085,0.0002349,0.0001368
193,676155849,0.0009744,0.0009744,1.1197470414884109e-05,0.0697108,0.0002378,0.0003026
194,676155860,0.0009744,0.0009744,9.939783742905404e-06,0.0191079,0.0002408,0.0004779
195,676155881,0.0009744,0.0009744,1.9410013839230892e-07,0.0372587,0.0002787,0.0004019
196,676155885,0.0004872,0.0004872,8.109295810697448e-07,0.0182717,0.0002689,0.00019
197,676155894,0.0007308,0.0007308,7.085951053360055e-10,0.0019479,0.0002495,0.0002268
198,676155895,0.0002436,0.0002436,7.848595049803164e-11,0.0,0.000238,0.000156
199,676165984,0.0009744,0.0009744,1.8006504586679737e-08,0.071992,0.0001853,0.0005462
200,676165992,0.0009744,0.0009744,1.7835202085610282e-06,0.0785475,0.0002127,0.0006707
201,676165994,0.0009744,0.0009744,3.4350346663880973e-06,0.0344965,0.000206,0.0002819
202,676165996,0.0009744,0.0009744,2.4530220059143477e-06,0.0348777,0.0002024,0.0004817
203,676193683,0.0007308,0.0007308,8.597581972877357e-07,0.0023343,0.0002374,0.0003089
204,676193687,0.0004872,0.0002436,2.7740338352932457e-07,0.000424,0.0002352,0.0001144
205,676193719,0.0004872,0.0004872,6.933347261367354e-08,0.0017278,0.0002088,0.0002443
206,676193726,0.0007308,0.0007308,1.1452458619173728e-06,0.0028203,0.0002386,0.0002016
207,676193730,0.0007308,0.0004872,4.1538900778010317e-07,0.0048073,0.0002431,0.0002056
208,676193739,0.0002436,0.0004872,1.2591386774555553e-07,0.0026259,0.0002424,6.34e-05
209,676197960,0.0007308,0.0009744,3.946636350143587e-05,0.0208337,0.0002513,0.0002132
210,676197965,0.0007308,0.0007308,0.00025641187115170113,0.0280227,0.00026,0.0002548
211,676197968,0.0007308,0.0007308,0.007010569128904701,0.0510395,0.0002735,0.0003228
212,676197974,0.0009744,0.0009744,0.0018975131354461475,0.0321551,0.0002699,0.0002904
213,676197975,0.0007308,0.0009744,0.0024142399165019337,0.063047,0.0002753,0.000221
214,676197978,0.0007308,0.0007308,0.012552397418620681,0.0376225,0.0002713,0.0002325
215,676197981,0.0009744,0.0009744,0.04140005633740651,0.0277668,0.0002672,0.0003833
216,676197986,0.0009744,0.0009744,0.11464208101389538,0.0145992,0.0002652,0.0003769
217,676197990,0.0007308,0.0007308,0.014450213867217695,0.0208907,0.0002655,0.000202
218,676197991,0.0007308,0.0007308,0.04021232680009697,0.0203998,0.0002655,0.0002885
219,676197993,0.0009744,0.0007308,0.08441506560056049,0.0110823,0.0002649,0.0004333
220,694832867,0.0004872,0.0004872,4.04251349141495e-11,0.0004946,0.0002608,0.0001628
221,694832885,0.0004872,0.0004872,2.4853769497153265e-10,0.0004872,0.0002444,0.0002447
222,727275988,0.0007308,0.0007308,5.650686796736236e-06,0.0289757,0.0002428,0.0002019
223,727275989,0.0007308,0.0004872,3.60615684881596e-06,0.0228648,0.0002429,0.0001857
224,727275991,0.0009744,0.0009744,1.1218057940909877e-05,0.1804837,0.0002434,0.0001677
225,727275992,0.0009744,0.0009744,1.1876217394731914e-05,0.0224512,0.0002429,0.0002125
226,727275997,0.0007308,0.0007308,4.657290688704378e-06,0.0238872,0.0002515,0.0002083
227,727276001,0.0007308,0.0007308,5.036571245455338e-06,0.0359586,0.0002602,0.0002455
228,727276002,0.0007308,0.0007308,1.7167406638427199e-06,0.037325,0.0002666,0.0003036
229,727276005,0.0007308,0.0007308,1.2604735629324493e-06,0.03545,0.0002705,0.0002774
230,727276014,0.0009744,0.0009744,5.971452108126757e-07,0.0404421,0.000295,0.00048
231,727276020,0.0007308,0.0007308,2.245299629160159e-07,0.0021695,0.0002907,0.0002365
232,727276032,0.0009744,0.0009744,1.5809106993493352e-06,0.0468946,0.0002786,0.0003202
233,727276034,0.0009744,0.0009744,2.106837743116347e-06,0.0297463,0.0002727,0.0003202
234,727276035,0.0007308,0.0007308,7.087748314379448e-07,0.0112263,0.0002822,0.0003807
235,727276036,0.0009744,0.0009744,1.3586142282503518e-06,0.037629,0.0002794,0.0003576
236,727276037,0.0007308,0.0007308,7.947001315502361e-07,0.0257834,0.0002825,0.0003258
237,727276065,0.0007308,0.0007308,8.633094206012319e-08,0.0026555,0.0002958,0.000242
238,727276074,0.0002436,0.0002436,3.835408570522212e-09,0.0,0.0002952,0.0001387
239,727276078,0.0002436,0.0002436,3.550816702401977e-10,0.0,0.0002855,8.51e-05
240,890450121,0.0009744,0.0009744,3.891598197769692e-06,0.0120898,0.0002227,0.0005019
241,890450122,0.0009744,0.0009744,1.1648153716073869e-05,0.0299093,0.0002448,0.0005331
242,890450125,0.0007308,0.0007308,6.11734354848008e-06,0.0334951,0.0002497,0.0002721
243,890450126,0.0007308,0.0009744,3.5060770367469085e-06,0.026773,0.0002172,0.0003673
244,890450128,0.0007308,0.0007308,6.88851345856873e-06,0.0140882,0.0002364,0.0003644
245,907499655,0.0007308,0.0007308,0.011369053725254511,0.0251849,0.0002548,0.0003232
246,907499683,0.0007308,0.0007308,0.013175525458731702,0.0092293,0.0002483,0.000312
247,907499685,0.0009744,0.0009744,0.07189824988907079,0.032576,0.0002669,0.0003365
248,907499691,0.0009744,0.0009744,0.000357939819135825,0.0094898,0.0002189,0.0003582
249,907499700,0.0007308,0.0009744,0.003158118366223999,0.1514027,0.0002816,0.00033
250,907499714,0.0007308,0.0007308,7.850123544430708e-05,0.0743754,0.0002892,0.0001458
251,907499726,0.0007308,0.0007308,0.030265047417653762,0.017657,0.000257,0.0002514
252,907527053,0.0007308,0.0007308,0.00017407589903334562,0.0047591,0.0002191,0.0002077
253,907531844,0.0007308,0.0007308,0.05872114701142128,0.0072541,0.0002643,0.0002194
254,907573453,0.0004872,0.0002436,1.175390811831467e-07,1.86e-05,0.0002114,0.0001604
255,912045435,0.0004872,0.0004872,7.592017040772327e-07,0.0029727,0.0002602,0.0001581
256,912045443,0.0002436,0.0004872,9.081032583305527e-06,0.0736275,0.0002891,0.0001332
257,912045473,0.0007308,0.0007308,1.4716415898246007e-05,0.0010714,0.0002874,0.0003437
258,912045478,0.0009744,0.0009744,7.404335867590043e-05,0.1663477,0.0002949,0.0002952
259,912045493,0.0007308,0.0004872,0.0029663182899651226,0.0519555,0.0002786,0.0001339
260,912045520,0.0002436,0.0002436,4.460273621353605e-06,0.0,0.0002789,0.0001584
261,912045522,0.0004872,0.0002436,3.5976696007423487e-06,0.0064075,0.0003002,0.0001705
262,912045530,0.0007308,0.0007308,4.852606771113154e-07,0.0040913,0.0002407,0.0003951
263,921406622,0.0009744,0.0009744,6.207877387710306e-07,0.0020749,0.0002888,0.0003792
264,921406627,0.0007308,0.0007308,1.2964625142084446e-07,0.0034123,0.0002978,0.00032
265,921406639,0.0009744,0.0004872,3.3154297735336354e-06,0.0033394,0.0002893,0.0003575
266,921406655,0.0007308,0.0009744,4.834752123531089e-06,0.029307,0.0002954,0.0002118
267,921406664,0.0002436,0.0002436,1.8817454436321735e-07,0.0,0.0002865,6.71e-05
268,944965503,0.0004872,0.0004872,3.88659314135735e-05,0.0181396,0.0002666,0.0002226
269,944965506,0.0004872,0.0004872,0.00017970085481223776,0.0173734,0.0002607,0.000206
270,944965508,0.0007308,0.0007308,0.001557338088456557,0.0013788,0.0002664,0.0002269
271,944965510,0.0007308,0.0007308,0.0011101842012805668,0.0012933,0.000262,0.0002569
272,944965513,0.0007308,0.0007308,0.0016975542219862482,0.0427067,0.0002634,0.0002654
273,944965514,0.0004872,0.0004872,0.0003607171108075467,0.0176891,0.0002594,0.0001521
274,944965516,0.0004872,0.0004872,6.462896464536687e-05,0.017507,0.0002543,0.0001444
275,944965517,0.0009744,0.0009744,0.00012698057687008627,0.0020092,0.0002606,0.0003689
276,944965518,0.0007308,0.0007308,0.000100513012226911,0.0272752,0.0002588,0.0002833
277,944965520,0.0004872,0.0004872,6.837370947968997e-05,0.0185207,0.0002701,0.0001783
278,944965530,0.0004872,0.0007308,0.0008836547100716089,0.0546135,0.0002777,0.0001044
279,944965536,0.0009744,0.0009744,0.003483462911842449,0.0440397,0.0002684,0.0003489
280,944965548,0.0004872,0.0004872,3.142309197390735e-05,0.0268564,0.0002532,0.0002332
281,944965550,0.0007308,0.0007308,0.0001692850054372426,0.0270644,0.0002644,0.0003035
282,944965553,0.0007308,0.0007308,0.0002267038405198416,0.0281751,0.0002702,0.0003296
283,944965564,0.0009744,0.0009744,0.00022473731350561456,0.0025359,0.0002662,0.0004359
284,944965568,0.0009744,0.0009744,0.00025660551789464213,0.0040237,0.0002722,0.0003345
285,944965571,0.0007308,0.0007308,0.00022988176276271738,0.0044617,0.0002761,0.0002406
286,948829609,0.0009744,0.0009744,0.0003204829167630734,0.0475558,0.0002846,0.0004408
287,948829616,0.0007308,0.0004872,0.00042651381456876373,0.0054055,0.0002814,0.0003652
288,949308432,0.0007308,0.0004872,0.000252580525178944,0.0447357,0.0002814,0.0002962
289,949308433,0.0004872,0.0004872,8.816379560468766e-05,0.031152,0.0002877,0.0001081
290,950911883,0.0004872,0.0004872,2.8184786057981805e-07,0.0018124,0.0002298,0.0002614
291,950911884,0.0007308,0.0007308,3.380644071912897e-06,0.0053968,0.0002386,0.0003228
292,950911895,0.0007308,0.0007308,4.305958106674268e-06,0.0076823,0.0002422,0.0002871
293,950911900,0.0004872,0.0004872,0.00044489638161587287,0.0156585,0.0002462,0.0001586
294,950911903,0.0007308,0.0007308,0.00038228125741098065,0.0365435,0.0002525,0.000271
295,950911909,0.0004872,0.0004872,0.00017553617399521272,0.0165102,0.000251,0.0001615
296,950911945,0.0004872,0.0004872,2.2086918822462564e-05,0.0048909,0.0002563,0.0002431
297,950911947,0.0004872,0.0007308,8.592062064952075e-06,0.0056646,0.0002458,0.0001696
